TF_service_name,TF_terraform_resource_name,TF_aws_sdk_resource_name,TF_num_before_sdk_calls,TF_num_intermediate_sdk_calls,TF_num_after_sdk_calls,TF_num_create_function_stack_calls,TF_num_create_function_only_calls,TF_create_function_only_calls,TF_file_path,SR_service_name,SR_operation_name,SR_authorized_actions-authorized_action-Name,SR_authorized_actions-action_details-resource_details-name,SR_authorized_actions-action_details-resource_details-arn-arn_template,BC_operation_name,BC_input_shape_name,BC_is_required,BC_total_arn_variable_count,BC_successful_arn_variable_count
connect,aws_connect_instance,Instance,0,0,3,4,1,CreateInstance,/Users/hbwei/terraform-provider-aws/internal/service/connect/instance.go,connect,connect:CreateInstance,connect:CreateInstance,,,,,,0,0
appstream,aws_appstream_directory_config,Directory Config,0,0,1,2,1,CreateDirectoryConfig,/Users/hbwei/terraform-provider-aws/internal/service/appstream/directory_config.go,appstream,appstream:CreateDirectoryConfig,appstream:CreateDirectoryConfig,,,,,,0,0
autoscalingplans,aws_autoscalingplans_scaling_plan,Scaling Plan,0,0,1,2,1,CreateScalingPlan,/Users/hbwei/terraform-provider-aws/internal/service/autoscalingplans/scaling_plan.go,autoscaling-plans,autoscaling-plans:CreateScalingPlan,autoscaling-plans:CreateScalingPlan,,,,,,0,0
codebuild,aws_codebuild_project,Project,0,0,1,3,2,CreateProject,/Users/hbwei/terraform-provider-aws/internal/service/codebuild/project.go,codebuild,codebuild:CreateProject,codebuild:CreateProject,project,arn:${Partition}:codebuild:${Region}:${Account}:project/${ProjectName},,,,1,0
ecr,aws_ecr_pull_through_cache_rule,Pull Through Cache Rule,0,0,1,2,1,CreatePullThroughCacheRule,/Users/hbwei/terraform-provider-aws/internal/service/ecr/pull_through_cache_rule.go,ecr,ecr:CreatePullThroughCacheRule,ecr:CreatePullThroughCacheRule,,,,,,0,0
connect,aws_connect_vocabulary,Vocabulary,0,0,1,2,1,CreateVocabulary,/Users/hbwei/terraform-provider-aws/internal/service/connect/vocabulary.go,connect,connect:CreateVocabulary,connect:CreateVocabulary,vocabulary,arn:${Partition}:connect:${Region}:${Account}:instance/${InstanceId}/vocabulary/${VocabularyId},,,,1,0
backup,aws_backup_report_plan,Report Plan,0,0,1,2,1,CreateReportPlan,/Users/hbwei/terraform-provider-aws/internal/service/backup/report_plan.go,backup,backup:CreateReportPlan,backup:CreateReportPlan,reportPlan,arn:${Partition}:backup:${Region}:${Account}:report-plan:${ReportPlanName}-${ReportPlanId},,,,1,0
redshiftserverless,aws_redshiftserverless_namespace,Namespace,0,0,1,2,1,CreateNamespace,/Users/hbwei/terraform-provider-aws/internal/service/redshiftserverless/namespace.go,redshift-serverless,redshift-serverless:CreateNamespace,redshift-serverless:CreateNamespace,namespace,arn:${Partition}:redshift-serverless:${Region}:${Account}:namespace/${NamespaceId},,,,1,0
amplify,aws_amplify_webhook,Webhook,0,0,1,2,1,CreateWebhook,/Users/hbwei/terraform-provider-aws/internal/service/amplify/webhook.go,amplify,amplify:CreateWebhook,amplify:CreateWebHook,branches,arn:${Partition}:amplify:${Region}:${Account}:apps/${AppId}/branches/${BranchName},CreateWebhook,CreateWebhookRequest,true,2,2
cognitoidp,aws_cognito_user_group,User Group,0,0,1,2,1,CreateGroup,/Users/hbwei/terraform-provider-aws/internal/service/cognitoidp/user_group.go,cognito-idp,cognito-idp:CreateGroup,cognito-idp:CreateGroup,userpool,arn:${Partition}:cognito-idp:${Region}:${Account}:userpool/${UserPoolId},CreateGroup,CreateGroupRequest,true,1,1
logs,aws_cloudwatch_log_group,Log Group,0,0,1,3,2,PutRetentionPolicy,/Users/hbwei/terraform-provider-aws/internal/service/logs/group.go,logs,logs:PutRetentionPolicy,logs:PutRetentionPolicy,log-group,arn:${Partition}:logs:${Region}:${Account}:log-group:${LogGroupName},PutRetentionPolicy,PutRetentionPolicyRequest,true,1,1
logs,aws_cloudwatch_log_metric_filter,Metric Filter,0,0,1,2,1,PutMetricFilter,/Users/hbwei/terraform-provider-aws/internal/service/logs/metric_filter.go,logs,logs:PutMetricFilter,logs:PutMetricFilter,log-group,arn:${Partition}:logs:${Region}:${Account}:log-group:${LogGroupName},PutMetricFilter,PutMetricFilterRequest,true,1,1
ssm,aws_ssm_maintenance_window,Maintenance Window,0,0,1,3,2,UpdateMaintenanceWindow,/Users/hbwei/terraform-provider-aws/internal/service/ssm/maintenance_window.go,ssm,ssm:UpdateMaintenanceWindow,ssm:UpdateMaintenanceWindow,maintenancewindow,arn:${Partition}:ssm:${Region}:${Account}:maintenancewindow/${ResourceId},,,,1,0
rds,aws_db_subnet_group,DB Subnet Group,0,0,1,2,1,CreateDBSubnetGroup,/Users/hbwei/terraform-provider-aws/internal/service/rds/subnet_group.go,rds,rds:CreateDBSubnetGroup,rds:CreateDBSubnetGroup,subgrp,arn:${Partition}:rds:${Region}:${Account}:subgrp:${SubnetGroupName},,,,3,0
iam,aws_iam_server_certificate,Server Certificate,0,0,1,2,1,UploadServerCertificate,/Users/hbwei/terraform-provider-aws/internal/service/iam/server_certificate.go,iam,iam:UploadServerCertificate,iam:UploadServerCertificate,server-certificate,arn:${Partition}:iam::${Account}:server-certificate/${CertificateNameWithPath},,,,1,0
ses,aws_ses_template,Template,0,0,1,2,1,CreateTemplate,/Users/hbwei/terraform-provider-aws/internal/service/ses/template.go,ses,ses:CreateTemplate,ses:CreateTemplate,,,,,,0,0
storagegateway,aws_storagegateway_gateway,Gateway,0,2,5,14,9,ActivateGateway,/Users/hbwei/terraform-provider-aws/internal/service/storagegateway/gateway.go,storagegateway,storagegateway:ActivateGateway,storagegateway:ActivateGateway,,,,,,0,0
securityhub,aws_securityhub_finding_aggregator,Finding Aggregator,0,0,1,2,1,CreateFindingAggregator,/Users/hbwei/terraform-provider-aws/internal/service/securityhub/finding_aggregator.go,securityhub,securityhub:CreateFindingAggregator,securityhub:CreateFindingAggregator,,,,,,0,0
networkmanager,aws_networkmanager_global_network,Global Network,0,0,1,2,1,CreateGlobalNetwork,/Users/hbwei/terraform-provider-aws/internal/service/networkmanager/global_network.go,networkmanager,networkmanager:CreateGlobalNetwork,networkmanager:CreateGlobalNetwork,,,,,,0,0
codepipeline,aws_codepipeline_custom_action_type,Custom Action Type,0,0,1,2,1,CreateCustomActionType,/Users/hbwei/terraform-provider-aws/internal/service/codepipeline/custom_action_type.go,codepipeline,codepipeline:CreateCustomActionType,codepipeline:CreateCustomActionType,actiontype,arn:${Partition}:codepipeline:${Region}:${Account}:actiontype:${Owner}/${Category}/${Provider}/${Version},CreateCustomActionType,CreateCustomActionTypeInput,true,3,3
macie2,aws_macie2_classification_job,Classification Job,0,0,1,2,1,CreateClassificationJob,/Users/hbwei/terraform-provider-aws/internal/service/macie2/classification_job.go,macie2,macie2:CreateClassificationJob,macie2:CreateClassificationJob,ClassificationJob,arn:${Partition}:macie2:${Region}:${Account}:classification-job/${ResourceId},,,,1,0
cloudwatch,aws_cloudwatch_dashboard,Dashboard,0,0,1,2,1,PutDashboard,/Users/hbwei/terraform-provider-aws/internal/service/cloudwatch/dashboard.go,cloudwatch,cloudwatch:PutDashboard,cloudwatch:PutDashboard,dashboard,arn:${Partition}:cloudwatch::${Account}:dashboard/${DashboardName},PutDashboard,PutDashboardInput,true,1,1
cloudfront,aws_cloudfront_response_headers_policy,Response Headers Policy,0,0,1,2,1,CreateResponseHeadersPolicy,/Users/hbwei/terraform-provider-aws/internal/service/cloudfront/response_headers_policy.go,cloudfront,cloudfront:CreateResponseHeadersPolicy,cloudfront:CreateResponseHeadersPolicy,,,,,,0,0
ec2,aws_ebs_default_kms_key,EBS Default KMS Key,0,0,1,2,1,ModifyEbsDefaultKmsKeyId,/Users/hbwei/terraform-provider-aws/internal/service/ec2/ebs_default_kms_key.go,ec2,ec2:ModifyEbsDefaultKmsKeyId,ec2:ModifyEbsDefaultKmsKeyId,,,,,,0,0
backup,aws_backup_global_settings,Global Settings,0,0,1,2,1,UpdateGlobalSettings,/Users/hbwei/terraform-provider-aws/internal/service/backup/global_settings.go,backup,backup:UpdateGlobalSettings,backup:UpdateGlobalSettings,,,,,,0,0
resourcegroups,aws_resourcegroups_resource,Resource,0,0,1,2,1,GroupResources,/Users/hbwei/terraform-provider-aws/internal/service/resourcegroups/resource.go,resource-groups,resource-groups:GroupResources,resource-groups:GroupResources,group,arn:${Partition}:resource-groups:${Region}:${Account}:group/${GroupName},,,,1,0
budgets,aws_budgets_budget_action,Budget Action,0,0,1,2,1,CreateBudgetAction,/Users/hbwei/terraform-provider-aws/internal/service/budgets/budget_action.go,budgets,budgets:CreateBudgetAction,budgets:CreateBudgetAction,budgetAction,arn:${Partition}:budgets::${Account}:budget/${BudgetName}/action/${ActionId},CreateBudgetAction,CreateBudgetActionRequest,true,1,1
ec2,aws_ec2_traffic_mirror_filter,Traffic Mirror Filter,0,0,1,3,2,ModifyTrafficMirrorFilterNetworkServices,/Users/hbwei/terraform-provider-aws/internal/service/ec2/vpc_traffic_mirror_filter.go,ec2,ec2:ModifyTrafficMirrorFilterNetworkServices,ec2:ModifyTrafficMirrorFilterNetworkServices,traffic-mirror-filter,arn:${Partition}:ec2:${Region}:${Account}:traffic-mirror-filter/${TrafficMirrorFilterId},ModifyTrafficMirrorFilterNetworkServices,ModifyTrafficMirrorFilterNetworkServicesRequest,true,1,1
memorydb,aws_memorydb_acl,ACL,0,0,1,2,1,CreateACL,/Users/hbwei/terraform-provider-aws/internal/service/memorydb/acl.go,memorydb,memorydb:CreateACL,memorydb:CreateAcl,user,arn:${Partition}:memorydb:${Region}:${Account}:user/${UserName},,,,1,0
wafregional,aws_wafregional_byte_match_set,Byte Match Set,1,0,4,5,1,CreateByteMatchSet,/Users/hbwei/terraform-provider-aws/internal/service/wafregional/byte_match_set.go,waf-regional,waf-regional:CreateByteMatchSet,waf-regional:CreateByteMatchSet,bytematchset,arn:${Partition}:waf-regional:${Region}:${Account}:bytematchset/${Id},,,,1,0
acmpca,aws_acmpca_policy,Policy,0,0,1,2,1,PutPolicy,/Users/hbwei/terraform-provider-aws/internal/service/acmpca/policy.go,acm-pca,acm-pca:PutPolicy,acm-pca:PutPolicy,certificate-authority,arn:${Partition}:acm-pca:${Region}:${Account}:certificate-authority/${CertificateAuthorityId},,,,1,0
imagebuilder,aws_imagebuilder_distribution_configuration,Distribution Configuration,0,0,1,2,1,CreateDistributionConfiguration,/Users/hbwei/terraform-provider-aws/internal/service/imagebuilder/distribution_configuration.go,imagebuilder,imagebuilder:CreateDistributionConfiguration,imagebuilder:CreateDistributionConfiguration,distributionConfiguration,arn:${Partition}:imagebuilder:${Region}:${Account}:distribution-configuration/${DistributionConfigurationName},,,,1,0
sqs,aws_sqs_queue_redrive_allow_policy,Queue Redrive Allow Policy,0,0,1,2,1,SetQueueAttributes,/Users/hbwei/terraform-provider-aws/internal/service/sqs/queue_redrive_allow_policy.go,sqs,sqs:SetQueueAttributes,sqs:SetQueueAttributes,queue,arn:${Partition}:sqs:${Region}:${Account}:${QueueName},,,,1,0
ssm,aws_ssm_document,Document,0,0,3,5,2,CreateDocument,/Users/hbwei/terraform-provider-aws/internal/service/ssm/document.go,ssm,ssm:CreateDocument,ssm:CreateDocument,document,arn:${Partition}:ssm:${Region}:${Account}:document/${DocumentName},,,,1,0
mediapackage,aws_media_package_channel,Channel,0,0,1,2,1,CreateChannel,/Users/hbwei/terraform-provider-aws/internal/service/mediapackage/channel.go,mediapackage,mediapackage:CreateChannel,mediapackage:CreateChannel,,,,,,0,0
transcribe,aws_transcribe_medical_vocabulary,Medical Vocabulary,0,0,1,2,1,CreateMedicalVocabulary,/Users/hbwei/terraform-provider-aws/internal/service/transcribe/medical_vocabulary.go,transcribe,transcribe:CreateMedicalVocabulary,transcribe:CreateMedicalVocabulary,,,,,,0,0
waf,aws_waf_byte_match_set,ByteMatchSet,1,0,4,5,1,CreateByteMatchSet,/Users/hbwei/terraform-provider-aws/internal/service/waf/byte_match_set.go,waf,waf:CreateByteMatchSet,waf:CreateByteMatchSet,bytematchset,arn:${Partition}:waf::${Account}:bytematchset/${Id},,,,1,0
servicecatalog,aws_servicecatalog_portfolio,Portfolio,0,0,1,2,1,CreatePortfolio,/Users/hbwei/terraform-provider-aws/internal/service/servicecatalog/portfolio.go,servicecatalog,servicecatalog:CreatePortfolio,servicecatalog:CreatePortfolio,Portfolio,arn:${Partition}:catalog:${Region}:${Account}:portfolio/${PortfolioId},,,,1,0
storagegateway,aws_storagegateway_cache,Cache,0,0,2,3,1,AddCache,/Users/hbwei/terraform-provider-aws/internal/service/storagegateway/cache.go,storagegateway,storagegateway:AddCache,storagegateway:AddCache,gateway,arn:${Partition}:storagegateway:${Region}:${Account}:gateway/${GatewayId},,,,1,0
route53recoverycontrolconfig,aws_route53recoverycontrolconfig_cluster,Cluster,0,0,1,2,1,CreateCluster,/Users/hbwei/terraform-provider-aws/internal/service/route53recoverycontrolconfig/cluster.go,route53-recovery-control-config,route53-recovery-control-config:CreateCluster,route53-recovery-control-config:CreateCluster,cluster,arn:${Partition}:route53-recovery-control::${Account}:cluster/${ResourceId},,,,1,0
ec2,aws_vpc_endpoint_service,VPC Endpoint Service,0,1,2,4,2,ModifyVpcEndpointServicePermissions,/Users/hbwei/terraform-provider-aws/internal/service/ec2/vpc_endpoint_service.go,ec2,ec2:ModifyVpcEndpointServicePermissions,ec2:ModifyVpcEndpointServicePermissions,vpc-endpoint-service,arn:${Partition}:ec2:${Region}:${Account}:vpc-endpoint-service/${VpcEndpointServiceId},,,,1,0
iot,aws_iot_provisioning_template,Provisioning Template,0,0,1,2,1,CreateProvisioningTemplate,/Users/hbwei/terraform-provider-aws/internal/service/iot/provisioning_template.go,iot,iot:CreateProvisioningTemplate,iot:CreateProvisioningTemplate,provisioningtemplate,arn:${Partition}:iot:${Region}:${Account}:provisioningtemplate/${ProvisioningTemplate},,,,1,0
workspaces,aws_workspaces_ip_group,IP Group,0,0,1,2,1,CreateIpGroup,/Users/hbwei/terraform-provider-aws/internal/service/workspaces/ip_group.go,workspaces,workspaces:CreateIpGroup,workspaces:CreateIpGroup,,,,,,0,0
iam,aws_iam_role_policy,Role Policy,0,0,1,2,1,PutRolePolicy,/Users/hbwei/terraform-provider-aws/internal/service/iam/role_policy.go,iam,iam:PutRolePolicy,iam:PutRolePolicy,role,arn:${Partition}:iam::${Account}:role/${RoleNameWithPath},,,,1,0
redshift,aws_redshift_authentication_profile,Authentication Profile,0,0,1,2,1,CreateAuthenticationProfile,/Users/hbwei/terraform-provider-aws/internal/service/redshift/authentication_profile.go,redshift,redshift:CreateAuthenticationProfile,redshift:CreateAuthenticationProfile,,,,,,0,0
macie2,aws_macie2_invitation_accepter,Invitation Accepter,1,0,1,3,1,AcceptInvitation,/Users/hbwei/terraform-provider-aws/internal/service/macie2/invitation_accepter.go,macie2,macie2:AcceptInvitation,macie2:AcceptInvitation,,,,,,0,0
ecs,aws_ecs_task_definition,Task Definition,0,0,1,2,1,RegisterTaskDefinition,/Users/hbwei/terraform-provider-aws/internal/service/ecs/task_definition.go,ecs,ecs:RegisterTaskDefinition,ecs:RegisterTaskDefinition,task-definition,arn:${Partition}:ecs:${Region}:${Account}:task-definition/${TaskDefinitionFamilyName}:${TaskDefinitionRevisionNumber},,,,2,0
networkmanager,aws_networkmanager_connect_peer,Connect Peer,0,0,1,2,1,CreateConnectPeer,/Users/hbwei/terraform-provider-aws/internal/service/networkmanager/connect_peer.go,networkmanager,networkmanager:CreateConnectPeer,networkmanager:CreateConnectPeer,attachment,arn:${Partition}:networkmanager::${Account}:attachment/${ResourceId},,,,1,0
ses,aws_ses_receipt_filter,Receipt Filter,0,0,1,2,1,CreateReceiptFilter,/Users/hbwei/terraform-provider-aws/internal/service/ses/receipt_filter.go,ses,ses:CreateReceiptFilter,ses:CreateReceiptFilter,,,,,,0,0
rds,aws_db_snapshot,DB Snapshot,0,1,2,4,2,ModifyDBSnapshotAttribute,/Users/hbwei/terraform-provider-aws/internal/service/rds/snapshot.go,rds,rds:ModifyDBSnapshotAttribute,rds:ModifyDBSnapshotAttribute,snapshot,arn:${Partition}:rds:${Region}:${Account}:snapshot:${SnapshotName},,,,1,0
globalaccelerator,aws_globalaccelerator_listener,Listener,0,0,2,3,1,CreateListener,/Users/hbwei/terraform-provider-aws/internal/service/globalaccelerator/listener.go,globalaccelerator,globalaccelerator:CreateListener,globalaccelerator:CreateListener,accelerator,arn:${Partition}:globalaccelerator::${Account}:accelerator/${ResourceId},,,,1,0
ec2,aws_vpc_ipam_organization_admin_account,IPAM Organization Admin Account,0,0,0,1,1,EnableIpamOrganizationAdminAccount,/Users/hbwei/terraform-provider-aws/internal/service/ec2/vpc_ipam_organization_admin_account.go,ec2,ec2:EnableIpamOrganizationAdminAccount,ec2:EnableIpamOrganizationAdminAccount,,,,,,0,0
transfer,aws_transfer_server,Server,0,0,4,5,1,CreateServer,/Users/hbwei/terraform-provider-aws/internal/service/transfer/server.go,transfer,transfer:CreateServer,transfer:CreateServer,,,,,,0,0
cloudsearch,aws_cloudsearch_domain,Domain,0,1,5,11,5,UpdateDomainEndpointOptions,/Users/hbwei/terraform-provider-aws/internal/service/cloudsearch/domain.go,cloudsearch,cloudsearch:UpdateDomainEndpointOptions,cloudsearch:UpdateDomainEndpointOptions,domain,arn:${Partition}:cloudsearch:${Region}:${Account}:domain/${DomainName},UpdateDomainEndpointOptions,UpdateDomainEndpointOptionsRequest,true,1,1
kafkaconnect,aws_mskconnect_connector,Connector,0,0,1,2,1,CreateConnector,/Users/hbwei/terraform-provider-aws/internal/service/kafkaconnect/connector.go,kafkaconnect,kafkaconnect:CreateConnector,kafkaconnect:CreateConnector,,,,,,0,0
autoscaling,aws_autoscaling_policy,Policy,0,0,1,2,1,PutScalingPolicy,/Users/hbwei/terraform-provider-aws/internal/service/autoscaling/policy.go,autoscaling,autoscaling:PutScalingPolicy,autoscaling:PutScalingPolicy,autoScalingGroup,arn:${Partition}:autoscaling:${Region}:${Account}:autoScalingGroup:${GroupId}:autoScalingGroupName/${GroupFriendlyName},,,,2,0
identitystore,aws_identitystore_user,User,0,0,1,2,1,CreateUser,/Users/hbwei/terraform-provider-aws/internal/service/identitystore/user.go,identitystore,identitystore:CreateUser,identitystore:CreateUser,Identitystore,arn:${Partition}:identitystore::${Account}:identitystore/${IdentityStoreId},CreateUser,CreateUserRequest,true,1,1
s3,aws_s3_bucket_analytics_configuration,Bucket Analytics Configuration,0,0,1,2,1,PutBucketAnalyticsConfiguration,/Users/hbwei/terraform-provider-aws/internal/service/s3/bucket_analytics_configuration.go,s3,s3:PutBucketAnalyticsConfiguration,s3:PutAnalyticsConfiguration,bucket,arn:${Partition}:s3:::${BucketName},,,,1,0
ec2,aws_default_route_table,Route Table,2,0,19,21,1,DeleteRoute,/Users/hbwei/terraform-provider-aws/internal/service/ec2/vpc_default_route_table.go,ec2,ec2:DeleteRoute,ec2:DeleteRoute,route-table,arn:${Partition}:ec2:${Region}:${Account}:route-table/${RouteTableId},DeleteRoute,DeleteRouteRequest,true,1,1
globalaccelerator,aws_globalaccelerator_endpoint_group,Endpoint Group,0,0,3,4,1,CreateEndpointGroup,/Users/hbwei/terraform-provider-aws/internal/service/globalaccelerator/endpoint_group.go,globalaccelerator,globalaccelerator:CreateEndpointGroup,globalaccelerator:CreateEndpointGroup,listener,arn:${Partition}:globalaccelerator::${Account}:accelerator/${ResourceId}/listener/${ListenerId},,,,2,0
iot,aws_iot_certificate,Certificate,0,0,1,5,4,RegisterCertificateWithoutCA,/Users/hbwei/terraform-provider-aws/internal/service/iot/certificate.go,iot,iot:RegisterCertificateWithoutCA,iot:RegisterCertificateWithoutCA,,,,,,0,0
sagemaker,aws_sagemaker_image,Image,0,0,1,2,1,CreateImage,/Users/hbwei/terraform-provider-aws/internal/service/sagemaker/image.go,sagemaker,sagemaker:CreateImage,sagemaker:CreateImage,image,arn:${Partition}:sagemaker:${Region}:${Account}:image/${ImageName},CreateImage,CreateImageRequest,true,1,1
events,aws_cloudwatch_event_endpoint,Global Endpoint,0,0,1,2,1,CreateEndpoint,/Users/hbwei/terraform-provider-aws/internal/service/events/endpoint.go,events,events:CreateEndpoint,events:CreateEndpoint,endpoint,arn:${Partition}:events:${Region}:${Account}:endpoint/${EndpointName},,,,1,0
connect,aws_connect_vocabulary,Vocabulary,0,0,1,2,1,CreateVocabulary,/Users/hbwei/terraform-provider-aws/internal/service/connect/vocabulary.go,connect,connect:CreateVocabulary,connect:CreateVocabulary,vocabulary,arn:${Partition}:connect:${Region}:${Account}:instance/${InstanceId}/vocabulary/${VocabularyId},CreateVocabulary,CreateVocabularyRequest,true,1,1
dms,aws_dms_endpoint,Endpoint,0,0,1,2,1,CreateEndpoint,/Users/hbwei/terraform-provider-aws/internal/service/dms/endpoint.go,dms,dms:CreateEndpoint,dms:CreateEndpoint,,,,,,0,0
appstream,aws_appstream_user,User,0,0,2,3,1,CreateUser,/Users/hbwei/terraform-provider-aws/internal/service/appstream/user.go,appstream,appstream:CreateUser,appstream:CreateUser,,,,,,0,0
securityhub,aws_securityhub_configuration_policy_association,Configuration Policy Association,0,0,1,2,1,StartConfigurationPolicyAssociation,/Users/hbwei/terraform-provider-aws/internal/service/securityhub/configuration_policy_association.go,securityhub,securityhub:StartConfigurationPolicyAssociation,securityhub:StartConfigurationPolicyAssociation,configuration-policy,arn:${Partition}:securityhub:${Region}:${Account}:configuration-policy/${ConfigurationPolicyId},,,,1,0
ivs,aws_ivs_recording_configuration,Recording Configuration,0,0,1,2,1,CreateRecordingConfiguration,/Users/hbwei/terraform-provider-aws/internal/service/ivs/recording_configuration.go,ivs,ivs:CreateRecordingConfiguration,ivs:CreateRecordingConfiguration,Recording-Configuration,arn:${Partition}:ivs:${Region}:${Account}:recording-configuration/${ResourceId},,,,1,0
autoscaling,aws_launch_configuration,Launch Configuration,0,0,1,2,1,CreateLaunchConfiguration,/Users/hbwei/terraform-provider-aws/internal/service/autoscaling/launch_configuration.go,autoscaling,autoscaling:CreateLaunchConfiguration,autoscaling:CreateLaunchConfiguration,launchConfiguration,arn:${Partition}:autoscaling:${Region}:${Account}:launchConfiguration:${Id}:launchConfigurationName/${LaunchConfigurationName},CreateLaunchConfiguration,CreateLaunchConfigurationType,true,1,1
imagebuilder,aws_imagebuilder_infrastructure_configuration,Infrastructure Configuration,0,0,1,2,1,CreateInfrastructureConfiguration,/Users/hbwei/terraform-provider-aws/internal/service/imagebuilder/infrastructure_configuration.go,imagebuilder,imagebuilder:CreateInfrastructureConfiguration,imagebuilder:CreateInfrastructureConfiguration,infrastructureConfiguration,arn:${Partition}:imagebuilder:${Region}:${Account}:infrastructure-configuration/${ResourceId},,,,1,0
codecommit,aws_codecommit_approval_rule_template_association,Approval Rule Template Association,0,0,1,2,1,AssociateApprovalRuleTemplateWithRepository,/Users/hbwei/terraform-provider-aws/internal/service/codecommit/approval_rule_template_association.go,codecommit,codecommit:AssociateApprovalRuleTemplateWithRepository,codecommit:AssociateApprovalRuleTemplateWithRepository,repository,arn:${Partition}:codecommit:${Region}:${Account}:${RepositoryName},AssociateApprovalRuleTemplateWithRepository,AssociateApprovalRuleTemplateWithRepositoryInput,true,1,1
lambda,aws_lambda_code_signing_config,Code Signing Config,0,0,1,2,1,CreateCodeSigningConfig,/Users/hbwei/terraform-provider-aws/internal/service/lambda/code_signing_config.go,lambda,lambda:CreateCodeSigningConfig,lambda:CreateCodeSigningConfig,,,,,,0,0
directconnect,aws_dx_gateway_association_proposal,Gateway Association Proposal,0,0,2,3,1,CreateDirectConnectGatewayAssociationProposal,/Users/hbwei/terraform-provider-aws/internal/service/directconnect/gateway_association_proposal.go,directconnect,directconnect:CreateDirectConnectGatewayAssociationProposal,directconnect:CreateDirectConnectGatewayAssociationProposal,dx-gateway,arn:${Partition}:directconnect::${Account}:dx-gateway/${DirectConnectGatewayId},CreateDirectConnectGatewayAssociationProposal,CreateDirectConnectGatewayAssociationProposalRequest,true,1,1
glue,aws_glue_catalog_database,Database,0,0,1,2,1,CreateDatabase,/Users/hbwei/terraform-provider-aws/internal/service/glue/catalog_database.go,glue,glue:CreateDatabase,glue:PassConnection,connection,arn:${Partition}:glue:${Region}:${Account}:connection/${ConnectionName},,,,1,0
ecs,aws_ecs_account_setting_default,Account Setting Default,0,0,1,2,1,PutAccountSettingDefault,/Users/hbwei/terraform-provider-aws/internal/service/ecs/account_setting_default.go,ecs,ecs:PutAccountSettingDefault,ecs:PutAccountSettingDefault,,,,,,0,0
directconnect,aws_dx_gateway_association,Gateway Association,0,0,1,3,2,AcceptDirectConnectGatewayAssociationProposal,/Users/hbwei/terraform-provider-aws/internal/service/directconnect/gateway_association.go,directconnect,directconnect:AcceptDirectConnectGatewayAssociationProposal,directconnect:AcceptDirectConnectGatewayAssociationProposal,dx-gateway,arn:${Partition}:directconnect::${Account}:dx-gateway/${DirectConnectGatewayId},AcceptDirectConnectGatewayAssociationProposal,AcceptDirectConnectGatewayAssociationProposalRequest,true,1,1
workspaces,aws_workspaces_directory,Directory,0,1,1,8,7,ModifySamlProperties,/Users/hbwei/terraform-provider-aws/internal/service/workspaces/directory.go,workspaces,workspaces:ModifySamlProperties,workspaces:ModifySamlProperties,directoryid,arn:${Partition}:workspaces:${Region}:${Account}:directory/${DirectoryId},,,,1,0
guardduty,aws_guardduty_organization_admin_account,Organization Admin Account,0,0,1,2,1,EnableOrganizationAdminAccount,/Users/hbwei/terraform-provider-aws/internal/service/guardduty/organization_admin_account.go,guardduty,guardduty:EnableOrganizationAdminAccount,guardduty:EnableOrganizationAdminAccount,,,,,,0,0
events,aws_cloudwatch_event_bus,Event Bus,0,0,1,2,1,CreateEventBus,/Users/hbwei/terraform-provider-aws/internal/service/events/bus.go,events,events:CreateEventBus,events:CreateEventBus,event-bus,arn:${Partition}:events:${Region}:${Account}:event-bus/${EventBusName},,,,1,0
route53,aws_route53_query_log,Query Logging Config,0,0,1,2,1,CreateQueryLoggingConfig,/Users/hbwei/terraform-provider-aws/internal/service/route53/query_log.go,route53,route53:CreateQueryLoggingConfig,route53:CreateQueryLoggingConfig,hostedzone,arn:${Partition}:route53:::hostedzone/${Id},,,,1,0
batch,aws_batch_compute_environment,Compute Environment,0,1,1,3,2,UpdateComputeEnvironment,/Users/hbwei/terraform-provider-aws/internal/service/batch/compute_environment.go,batch,batch:UpdateComputeEnvironment,batch:UpdateComputeEnvironment,compute-environment,arn:${Partition}:batch:${Region}:${Account}:compute-environment/${ComputeEnvironmentName},,,,1,0
ec2,aws_vpc_ipam,IPAM,16,0,1,18,1,CreateIpam,/Users/hbwei/terraform-provider-aws/internal/service/ec2/vpc_ipam.go,ec2,ec2:CreateIpam,ec2:CreateIpam,ipam,arn:${Partition}:ec2::${Account}:ipam/${IpamId},,,,1,0
appsync,aws_appsync_domain_name,Domain Name,0,0,1,2,1,CreateDomainName,/Users/hbwei/terraform-provider-aws/internal/service/appsync/domain_name.go,appsync,appsync:CreateDomainName,appsync:CreateDomainName,,,,,,0,0
eks,aws_eks_access_policy_association,Access Policy Association,0,0,1,2,1,AssociateAccessPolicy,/Users/hbwei/terraform-provider-aws/internal/service/eks/access_policy_association.go,eks,eks:AssociateAccessPolicy,eks:AssociateAccessPolicy,access-entry,arn:${Partition}:eks:${Region}:${Account}:access-entry/${ClusterName}/${IamIdentityType}/${IamIdentityAccountID}/${IamIdentityName}/${UUID},,,,4,0
s3,aws_s3_bucket_website_configuration,Bucket Website Configuration,0,0,2,3,1,PutBucketWebsite,/Users/hbwei/terraform-provider-aws/internal/service/s3/bucket_website_configuration.go,s3,s3:PutBucketWebsite,s3:PutBucketWebsite,bucket,arn:${Partition}:s3:::${BucketName},,,,1,0
