TF_service_name,TF_terraform_resource_name,TF_aws_sdk_resource_name,TF_num_before_sdk_calls,TF_num_intermediate_sdk_calls,TF_num_after_sdk_calls,TF_num_create_function_stack_calls,TF_num_create_function_only_calls,TF_create_function_only_calls,TF_file_path,SR_service_name,SR_operation_name,SR_authorized_actions-authorized_action-Name,SR_authorized_actions-action_details-resource_details-name,SR_authorized_actions-action_details-resource_details-arn-arn_template,BC_operation_name,BC_input_shape_name,BC_is_required,BC_total_arn_variable_count,BC_successful_arn_variable_count
sagemaker,aws_sagemaker_device_fleet,Device Fleet,0,0,1,2,1,CreateDeviceFleet,/Users/hbwei/terraform-provider-aws/internal/service/sagemaker/device_fleet.go,sagemaker,sagemaker:CreateDeviceFleet,sagemaker:CreateDeviceFleet,device-fleet,arn:${Partition}:sagemaker:${Region}:${Account}:device-fleet/${DeviceFleetName},CreateDeviceFleet,CreateDeviceFleetRequest,true,1,1
s3,aws_s3_bucket_logging,Bucket Logging,0,0,1,2,1,PutBucketLogging,/Users/hbwei/terraform-provider-aws/internal/service/s3/bucket_logging.go,s3,s3:PutBucketLogging,s3:PutBucketLogging,bucket,arn:${Partition}:s3:::${BucketName},,,,1,0
grafana,aws_grafana_workspace,Workspace,0,0,2,3,1,CreateWorkspace,/Users/hbwei/terraform-provider-aws/internal/service/grafana/workspace.go,grafana,grafana:CreateWorkspace,grafana:CreateWorkspace,,,,,,0,0
scheduler,aws_scheduler_schedule,Schedule,0,0,1,2,1,CreateSchedule,/Users/hbwei/terraform-provider-aws/internal/service/scheduler/schedule.go,scheduler,scheduler:CreateSchedule,scheduler:CreateSchedule,schedule,arn:${Partition}:scheduler:${Region}:${Account}:schedule/${GroupName}/${ScheduleName},,,,1,0
ses,aws_ses_identity_policy,Identity Policy,0,0,1,2,1,PutIdentityPolicy,/Users/hbwei/terraform-provider-aws/internal/service/ses/identity_policy.go,ses,ses:PutIdentityPolicy,ses:PutIdentityPolicy,,,,,,0,0
globalaccelerator,aws_globalaccelerator_custom_routing_accelerator,Custom Routing Accelerator,0,1,2,4,2,UpdateAcceleratorAttributes,/Users/hbwei/terraform-provider-aws/internal/service/globalaccelerator/custom_routing_accelerator.go,globalaccelerator,globalaccelerator:UpdateAcceleratorAttributes,globalaccelerator:UpdateAcceleratorAttributes,accelerator,arn:${Partition}:globalaccelerator::${Account}:accelerator/${ResourceId},,,,1,0
rds,aws_db_parameter_group,DB Parameter Group,0,0,5,6,1,CreateDBParameterGroup,/Users/hbwei/terraform-provider-aws/internal/service/rds/parameter_group.go,rds,rds:CreateDBParameterGroup,rds:CreateDBParameterGroup,pg,arn:${Partition}:rds:${Region}:${Account}:pg:${ParameterGroupName},,,,2,0
cloud9,aws_cloud9_environment_ec2,Environment EC2,0,0,1,2,1,CreateEnvironmentEC2,/Users/hbwei/terraform-provider-aws/internal/service/cloud9/environment_ec2.go,cloud9,cloud9:CreateEnvironmentEC2,cloud9:CreateEnvironmentEC2,,,,,,0,0
inspector2,aws_inspector2_member_association,Member Association,0,0,1,2,1,AssociateMember,/Users/hbwei/terraform-provider-aws/internal/service/inspector2/member_association.go,inspector2,inspector2:AssociateMember,inspector2:AssociateMember,,,,,,0,0
ecr,aws_ecr_repository,Repository,0,0,1,2,1,CreateRepository,/Users/hbwei/terraform-provider-aws/internal/service/ecr/repository.go,ecr,ecr:CreateRepository,ecr:CreateRepository,repository,arn:${Partition}:ecr:${Region}:${Account}:repository/${RepositoryName},CreateRepository,CreateRepositoryRequest,true,1,1
redshift,aws_redshift_resource_policy,Resource Policy,0,0,1,2,1,PutResourcePolicy,/Users/hbwei/terraform-provider-aws/internal/service/redshift/resource_policy.go,redshift,redshift:PutResourcePolicy,redshift:PutResourcePolicy,namespace,arn:${Partition}:redshift:${Region}:${Account}:namespace:${ClusterNamespace},,,,1,0
storagegateway,aws_storagegateway_tape_pool,Tape Pool,0,0,1,2,1,CreateTapePool,/Users/hbwei/terraform-provider-aws/internal/service/storagegateway/tape_pool.go,storagegateway,storagegateway:CreateTapePool,storagegateway:CreateTapePool,,,,,,0,0
apprunner,aws_apprunner_vpc_connector,VPC Connector,0,0,1,2,1,CreateVpcConnector,/Users/hbwei/terraform-provider-aws/internal/service/apprunner/vpc_connector.go,apprunner,apprunner:CreateVpcConnector,apprunner:CreateVpcConnector,vpcconnector,arn:${Partition}:apprunner:${Region}:${Account}:vpcconnector/${VpcConnectorName}/${VpcConnectorVersion}/${VpcConnectorId},CreateVpcConnector,CreateVpcConnectorRequest,true,1,1
sagemaker,aws_sagemaker_notebook_instance,Notebook Instance,0,0,1,2,1,CreateNotebookInstance,/Users/hbwei/terraform-provider-aws/internal/service/sagemaker/notebook_instance.go,sagemaker,sagemaker:CreateNotebookInstance,sagemaker:CreateNotebookInstance,notebook-instance,arn:${Partition}:sagemaker:${Region}:${Account}:notebook-instance/${NotebookInstanceName},CreateNotebookInstance,CreateNotebookInstanceInput,true,1,1
iot,aws_iot_topic_rule,Topic Rule,0,0,2,3,1,CreateTopicRule,/Users/hbwei/terraform-provider-aws/internal/service/iot/topic_rule.go,iot,iot:CreateTopicRule,iot:CreateTopicRule,rule,arn:${Partition}:iot:${Region}:${Account}:rule/${RuleName},CreateTopicRule,CreateTopicRuleRequest,true,1,1
iot,aws_iot_authorizer,Authorizer,0,0,1,2,1,CreateAuthorizer,/Users/hbwei/terraform-provider-aws/internal/service/iot/authorizer.go,iot,iot:CreateAuthorizer,iot:CreateAuthorizer,authorizer,arn:${Partition}:iot:${Region}:${Account}:authorizer/${AuthorizerName},CreateAuthorizer,CreateAuthorizerRequest,true,1,1
quicksight,aws_quicksight_theme,Theme,0,0,2,3,1,CreateTheme,/Users/hbwei/terraform-provider-aws/internal/service/quicksight/theme.go,quicksight,quicksight:CreateTheme,quicksight:CreateTheme,theme,arn:${Partition}:quicksight:${Region}:${Account}:theme/${ResourceId},,,,1,0
ec2,aws_verifiedaccess_instance,Verified Access Instance,0,0,1,2,1,CreateVerifiedAccessInstance,/Users/hbwei/terraform-provider-aws/internal/service/ec2/verifiedaccess_instance.go,ec2,ec2:CreateVerifiedAccessInstance,ec2:CreateVerifiedAccessInstance,verified-access-instance,arn:${Partition}:ec2:${Region}:${Account}:verified-access-instance/${VerifiedAccessInstanceId},,,,1,0
detective,aws_detective_member,Member,0,0,1,2,1,CreateMembers,/Users/hbwei/terraform-provider-aws/internal/service/detective/member.go,detective,detective:CreateMembers,detective:CreateMembers,Graph,arn:${Partition}:detective:${Region}:${Account}:graph:${ResourceId},,,,1,0
guardduty,aws_guardduty_invite_accepter,Invite Accepter,1,0,1,3,1,AcceptInvitation,/Users/hbwei/terraform-provider-aws/internal/service/guardduty/invite_accepter.go,guardduty,guardduty:AcceptInvitation,guardduty:AcceptInvitation,,,,,,0,0
oam,aws_oam_sink,Sink,0,0,1,2,1,CreateSink,/Users/hbwei/terraform-provider-aws/internal/service/oam/sink.go,oam,oam:CreateSink,oam:CreateSink,,,,,,0,0
apprunner,aws_apprunner_observability_configuration,Observability Configuration,0,0,1,2,1,CreateObservabilityConfiguration,/Users/hbwei/terraform-provider-aws/internal/service/apprunner/observability_configuration.go,apprunner,apprunner:CreateObservabilityConfiguration,apprunner:CreateObservabilityConfiguration,observabilityconfiguration,arn:${Partition}:apprunner:${Region}:${Account}:observabilityconfiguration/${ObservabilityConfigurationName}/${ObservabilityConfigurationVersion}/${ObservabilityConfigurationId},CreateObservabilityConfiguration,CreateObservabilityConfigurationRequest,true,1,1
ec2,aws_internet_gateway,Internet Gateway,0,0,2,3,1,CreateInternetGateway,/Users/hbwei/terraform-provider-aws/internal/service/ec2/vpc_internet_gateway.go,ec2,ec2:CreateInternetGateway,ec2:CreateInternetGateway,internet-gateway,arn:${Partition}:ec2:${Region}:${Account}:internet-gateway/${InternetGatewayId},,,,1,0
apprunner,aws_apprunner_auto_scaling_configuration_version,AutoScaling Configuration Version,0,0,1,2,1,CreateAutoScalingConfiguration,/Users/hbwei/terraform-provider-aws/internal/service/apprunner/auto_scaling_configuration_version.go,apprunner,apprunner:CreateAutoScalingConfiguration,apprunner:CreateAutoScalingConfiguration,autoscalingconfiguration,arn:${Partition}:apprunner:${Region}:${Account}:autoscalingconfiguration/${AutoscalingConfigurationName}/${AutoscalingConfigurationVersion}/${AutoscalingConfigurationId},CreateAutoScalingConfiguration,CreateAutoScalingConfigurationRequest,true,1,1
codeartifact,aws_codeartifact_repository,Repository,0,0,1,3,2,AssociateExternalConnection,/Users/hbwei/terraform-provider-aws/internal/service/codeartifact/repository.go,codeartifact,codeartifact:AssociateExternalConnection,codeartifact:AssociateExternalConnection,repository,arn:${Partition}:codeartifact:${Region}:${Account}:repository/${DomainName}/${RepositoryName},,,,2,0
batch,aws_batch_compute_environment,Compute Environment,0,1,1,3,2,CreateComputeEnvironment,/Users/hbwei/terraform-provider-aws/internal/service/batch/compute_environment.go,batch,batch:CreateComputeEnvironment,batch:CreateComputeEnvironment,compute-environment,arn:${Partition}:batch:${Region}:${Account}:compute-environment/${ComputeEnvironmentName},CreateComputeEnvironment,CreateComputeEnvironmentRequest,true,1,1
wafregional,aws_wafregional_rate_based_rule,Rate Based Rule,1,0,3,4,1,CreateRateBasedRule,/Users/hbwei/terraform-provider-aws/internal/service/wafregional/rate_based_rule.go,waf-regional,waf-regional:CreateRateBasedRule,waf-regional:CreateRateBasedRule,ratebasedrule,arn:${Partition}:waf-regional:${Region}:${Account}:ratebasedrule/${Id},,,,1,0
events,aws_cloudwatch_event_connection,Connection,0,0,1,2,1,CreateConnection,/Users/hbwei/terraform-provider-aws/internal/service/events/connection.go,events,events:CreateConnection,events:CreateConnection,connection,arn:${Partition}:events:${Region}:${Account}:connection/${ConnectionName},,,,1,0
networkmanager,aws_networkmanager_attachment_accepter,Attachment Accepter,5,0,5,6,1,AcceptAttachment,/Users/hbwei/terraform-provider-aws/internal/service/networkmanager/attachment_accepter.go,networkmanager,networkmanager:AcceptAttachment,networkmanager:AcceptAttachment,attachment,arn:${Partition}:networkmanager::${Account}:attachment/${ResourceId},,,,1,0
finspace,aws_finspace_kx_database,Kx Database,0,0,1,2,1,CreateKxDatabase,/Users/hbwei/terraform-provider-aws/internal/service/finspace/kx_database.go,finspace,finspace:CreateKxDatabase,finspace:CreateKxDatabase,kxDatabase,arn:${Partition}:finspace:${Region}:${Account}:kxEnvironment/${EnvironmentId}/kxDatabase/${KxDatabase},,,,1,0
guardduty,aws_guardduty_organization_configuration,Organization Configuration,0,0,1,2,1,UpdateOrganizationConfiguration,/Users/hbwei/terraform-provider-aws/internal/service/guardduty/organization_configuration.go,guardduty,guardduty:UpdateOrganizationConfiguration,guardduty:UpdateOrganizationConfiguration,,,,,,0,0
lightsail,aws_lightsail_container_service_deployment_version,Container Service Deployment Version,0,0,1,2,1,CreateContainerServiceDeployment,/Users/hbwei/terraform-provider-aws/internal/service/lightsail/container_service_deployment_version.go,lightsail,lightsail:CreateContainerServiceDeployment,lightsail:CreateContainerServiceDeployment,ContainerService,arn:${Partition}:lightsail:${Region}:${Account}:ContainerService/${Id},,,,1,0
storagegateway,aws_storagegateway_file_system_association,File System Association,0,0,1,2,1,AssociateFileSystem,/Users/hbwei/terraform-provider-aws/internal/service/storagegateway/file_system_association.go,storagegateway,storagegateway:AssociateFileSystem,storagegateway:AssociateFileSystem,gateway,arn:${Partition}:storagegateway:${Region}:${Account}:gateway/${GatewayId},,,,1,0
ec2,aws_ec2_client_vpn_authorization_rule,Client VPN Authorization Rule,0,0,1,2,1,AuthorizeClientVpnIngress,/Users/hbwei/terraform-provider-aws/internal/service/ec2/vpnclient_authorization_rule.go,ec2,ec2:AuthorizeClientVpnIngress,ec2:AuthorizeClientVpnIngress,client-vpn-endpoint,arn:${Partition}:ec2:${Region}:${Account}:client-vpn-endpoint/${ClientVpnEndpointId},AuthorizeClientVpnIngress,AuthorizeClientVpnIngressRequest,true,1,1
glacier,aws_glacier_vault_lock,Vault Lock,0,0,1,3,2,CompleteVaultLock,/Users/hbwei/terraform-provider-aws/internal/service/glacier/vault_lock.go,glacier,glacier:CompleteVaultLock,glacier:CompleteVaultLock,vault,arn:${Partition}:glacier:${Region}:${Account}:vaults/${VaultName},CompleteVaultLock,CompleteVaultLockInput,true,1,1
networkfirewall,aws_networkfirewall_logging_configuration,Logging Configuration,0,0,2,2,1,UpdateLoggingConfiguration,/Users/hbwei/terraform-provider-aws/internal/service/networkfirewall/logging_configuration.go,network-firewall,network-firewall:UpdateLoggingConfiguration,network-firewall:UpdateLoggingConfiguration,Firewall,arn:${Partition}:network-firewall:${Region}:${Account}:firewall/${Name},,,,1,0
route53resolver,aws_route53_resolver_rule_association,Rule Association,0,0,1,2,1,AssociateResolverRule,/Users/hbwei/terraform-provider-aws/internal/service/route53resolver/rule_association.go,route53resolver,route53resolver:AssociateResolverRule,route53resolver:AssociateResolverRule,resolver-rule,arn:${Partition}:route53resolver:${Region}:${Account}:resolver-rule/${ResourceId},,,,1,0
inspector2,aws_inspector2_enabler,Enabler,0,1,1,3,2,Disable,/Users/hbwei/terraform-provider-aws/internal/service/inspector2/enabler.go,inspector2,inspector2:Disable,inspector2:Disable,,,,,,0,0
iam,aws_iam_openid_connect_provider,OIDC Provider,0,0,1,2,1,CreateOpenIDConnectProvider,/Users/hbwei/terraform-provider-aws/internal/service/iam/openid_connect_provider.go,iam,iam:CreateOpenIDConnectProvider,iam:CreateOpenIDConnectProvider,oidc-provider,arn:${Partition}:iam::${Account}:oidc-provider/${OidcProviderName},,,,1,0
ec2,aws_network_interface,Network Interface,16,1,18,21,3,AssignPrivateIpAddresses,/Users/hbwei/terraform-provider-aws/internal/service/ec2/vpc_network_interface.go,ec2,ec2:AssignPrivateIpAddresses,ec2:AssignPrivateIpAddresses,network-interface,arn:${Partition}:ec2:${Region}:${Account}:network-interface/${NetworkInterfaceId},AssignPrivateIpAddresses,AssignPrivateIpAddressesRequest,true,1,1
s3,aws_s3_bucket_cors_configuration,Bucket CORS Configuration,0,0,1,2,1,PutBucketCors,/Users/hbwei/terraform-provider-aws/internal/service/s3/bucket_cors_configuration.go,s3,s3:PutBucketCors,s3:PutBucketCORS,bucket,arn:${Partition}:s3:::${BucketName},,,,1,0
iam,aws_iam_security_token_service_preferences,Security Token Service Preferences,0,0,0,1,1,SetSecurityTokenServicePreferences,/Users/hbwei/terraform-provider-aws/internal/service/iam/security_token_service_preferences.go,iam,iam:SetSecurityTokenServicePreferences,iam:SetSecurityTokenServicePreferences,,,,,,0,0
ssm,aws_ssm_patch_group,Patch Group,0,0,1,2,1,RegisterPatchBaselineForPatchGroup,/Users/hbwei/terraform-provider-aws/internal/service/ssm/patch_group.go,ssm,ssm:RegisterPatchBaselineForPatchGroup,ssm:RegisterPatchBaselineForPatchGroup,patchbaseline,arn:${Partition}:ssm:${Region}:${Account}:patchbaseline/${PatchBaselineIdResourceId},,,,1,0
securityhub,aws_securityhub_organization_admin_account,Organization Admin Account,0,0,1,2,1,EnableOrganizationAdminAccount,/Users/hbwei/terraform-provider-aws/internal/service/securityhub/organization_admin_account.go,securityhub,securityhub:EnableOrganizationAdminAccount,securityhub:EnableOrganizationAdminAccount,hub,arn:${Partition}:securityhub:${Region}:${Account}:hub/default,,,,0,0
dax,aws_dax_cluster,Cluster,0,0,1,2,1,CreateCluster,/Users/hbwei/terraform-provider-aws/internal/service/dax/cluster.go,dax,dax:CreateCluster,dax:CreateCluster,application,arn:${Partition}:dax:${Region}:${Account}:cache/${ClusterName},CreateCluster,CreateClusterRequest,true,1,1
workspaces,aws_workspaces_directory,Directory,0,1,1,8,7,RegisterWorkspaceDirectory,/Users/hbwei/terraform-provider-aws/internal/service/workspaces/directory.go,workspaces,workspaces:RegisterWorkspaceDirectory,workspaces:RegisterWorkspaceDirectory,directoryid,arn:${Partition}:workspaces:${Region}:${Account}:directory/${DirectoryId},RegisterWorkspaceDirectory,RegisterWorkspaceDirectoryRequest,false,1,1
autoscaling,aws_autoscaling_schedule,Scheduled Action,0,0,1,2,1,PutScheduledUpdateGroupAction,/Users/hbwei/terraform-provider-aws/internal/service/autoscaling/schedule.go,autoscaling,autoscaling:PutScheduledUpdateGroupAction,autoscaling:PutScheduledUpdateGroupAction,autoScalingGroup,arn:${Partition}:autoscaling:${Region}:${Account}:autoScalingGroup:${GroupId}:autoScalingGroupName/${GroupFriendlyName},,,,2,0
xray,aws_xray_group,Group,0,0,1,2,1,CreateGroup,/Users/hbwei/terraform-provider-aws/internal/service/xray/group.go,xray,xray:CreateGroup,xray:CreateGroup,group,arn:${Partition}:xray:${Region}:${Account}:group/${GroupName}/${Id},,,,1,0
guardduty,aws_guardduty_detector_feature,Detector Feature,0,0,1,2,1,UpdateDetector,/Users/hbwei/terraform-provider-aws/internal/service/guardduty/detector_feature.go,guardduty,guardduty:UpdateDetector,guardduty:UpdateDetector,detector,arn:${Partition}:guardduty:${Region}:${Account}:detector/${DetectorId},UpdateDetector,UpdateDetectorRequest,true,1,1
gamelift,aws_gamelift_script,Script,0,0,1,2,1,CreateScript,/Users/hbwei/terraform-provider-aws/internal/service/gamelift/script.go,gamelift,gamelift:CreateScript,gamelift:CreateScript,,,,,,0,0
sns,aws_sns_topic_subscription,Topic Subscription,0,0,2,3,1,Subscribe,/Users/hbwei/terraform-provider-aws/internal/service/sns/topic_subscription.go,sns,sns:Subscribe,sns:Subscribe,topic,arn:${Partition}:sns:${Region}:${Account}:${TopicName},,,,1,0
lightsail,aws_lightsail_instance_public_ports,Instance Public Ports,0,0,1,2,1,PutInstancePublicPorts,/Users/hbwei/terraform-provider-aws/internal/service/lightsail/instance_public_ports.go,lightsail,lightsail:PutInstancePublicPorts,lightsail:PutInstancePublicPorts,Instance,arn:${Partition}:lightsail:${Region}:${Account}:Instance/${Id},,,,1,0
codecommit,aws_codecommit_approval_rule_template,Approval Rule Template,0,0,1,2,1,CreateApprovalRuleTemplate,/Users/hbwei/terraform-provider-aws/internal/service/codecommit/approval_rule_template.go,codecommit,codecommit:CreateApprovalRuleTemplate,codecommit:CreateApprovalRuleTemplate,,,,,,0,0
datasync,aws_datasync_location_smb,Location SMB,0,0,1,2,1,CreateLocationSmb,/Users/hbwei/terraform-provider-aws/internal/service/datasync/location_smb.go,datasync,datasync:CreateLocationSmb,datasync:CreateLocationSmb,,,,,,0,0
ses,aws_ses_identity_notification_topic,Identity Notification Topic,0,0,1,3,2,SetIdentityNotificationTopic,/Users/hbwei/terraform-provider-aws/internal/service/ses/identity_notification_topic.go,ses,ses:SetIdentityNotificationTopic,ses:SetIdentityNotificationTopic,,,,,,0,0
redshift,aws_redshift_parameter_group,Parameter Group,0,0,2,4,2,ModifyClusterParameterGroup,/Users/hbwei/terraform-provider-aws/internal/service/redshift/parameter_group.go,redshift,redshift:ModifyClusterParameterGroup,redshift:ModifyClusterParameterGroup,parametergroup,arn:${Partition}:redshift:${Region}:${Account}:parametergroup:${ParameterGroupName},ModifyClusterParameterGroup,ModifyClusterParameterGroupMessage,true,1,1
networkmanager,aws_networkmanager_transit_gateway_peering,Transit Gateway Peering,0,0,1,2,1,CreateTransitGatewayPeering,/Users/hbwei/terraform-provider-aws/internal/service/networkmanager/transit_gateway_peering.go,networkmanager,networkmanager:CreateTransitGatewayPeering,networkmanager:CreateTransitGatewayPeering,core-network,arn:${Partition}:networkmanager::${Account}:core-network/${ResourceId},,,,1,0
