TF_service_name,TF_terraform_resource_name,TF_aws_sdk_resource_name,TF_num_before_sdk_calls,TF_num_intermediate_sdk_calls,TF_num_after_sdk_calls,TF_num_create_function_stack_calls,TF_num_create_function_only_calls,TF_create_function_only_calls,TF_file_path,SR_service_name,SR_operation_name,SR_authorized_actions-authorized_action-Name,SR_authorized_actions-action_details-resource_details-name,SR_authorized_actions-action_details-resource_details-arn-arn_template,SR_authorized_actions-action_details-resource_details-arn-arn_variables,BC_operation_name,BC_input_shape_name,BC_member_name,BC_is_required,BC_member_shape_name,BC_member_shape_type,TF_successful_arn_variable_match
storagegateway,aws_storagegateway_nfs_file_share,NFS File Share,0,0,1,2,1,CreateNFSFileShare,/Users/hbwei/terraform-provider-aws/internal/service/storagegateway/nfs_file_share.go,storagegateway,storagegateway:CreateNFSFileShare,storagegateway:CreateNFSFileShare,gateway,arn:${Partition}:storagegateway:${Region}:${Account}:gateway/${GatewayId},GatewayId,,,,,,,false
appstream,aws_appstream_directory_config,Directory Config,0,0,1,2,1,CreateDirectoryConfig,/Users/hbwei/terraform-provider-aws/internal/service/appstream/directory_config.go,appstream,appstream:CreateDirectoryConfig,appstream:CreateDirectoryConfig,,,,,,,,,,false
shield,aws_shield_protection_health_check_association,Protection Health Check Association,0,0,1,2,1,AssociateHealthCheck,/Users/hbwei/terraform-provider-aws/internal/service/shield/protection_health_check_association.go,shield,shield:AssociateHealthCheck,shield:AssociateHealthCheck,protection,arn:${Partition}:shield::${Account}:protection/${Id},Id,,,,,,,false
backup,aws_backup_vault_notifications,Vault Notifications,0,0,1,2,1,PutBackupVaultNotifications,/Users/hbwei/terraform-provider-aws/internal/service/backup/vault_notifications.go,backup,backup:PutBackupVaultNotifications,backup:PutBackupVaultNotifications,backupVault,arn:${Partition}:backup:${Region}:${Account}:backup-vault:${BackupVaultName},BackupVaultName,PutBackupVaultNotifications,PutBackupVaultNotificationsInput,BackupVaultName,true,BackupVaultName,string,true
cloudsearch,aws_cloudsearch_domain_service_access_policy,Domain Service Access Policy,0,0,1,2,1,UpdateServiceAccessPolicies,/Users/hbwei/terraform-provider-aws/internal/service/cloudsearch/domain_service_access_policy.go,cloudsearch,cloudsearch:UpdateServiceAccessPolicies,cloudsearch:UpdateServiceAccessPolicies,domain,arn:${Partition}:cloudsearch:${Region}:${Account}:domain/${DomainName},DomainName,UpdateServiceAccessPolicies,UpdateServiceAccessPoliciesRequest,DomainName,true,DomainName,string,true
identitystore,aws_identitystore_user,User,0,0,1,2,1,CreateUser,/Users/hbwei/terraform-provider-aws/internal/service/identitystore/user.go,identitystore,identitystore:CreateUser,identitystore:CreateUser,Identitystore,arn:${Partition}:identitystore::${Account}:identitystore/${IdentityStoreId},IdentityStoreId,CreateUser,CreateUserRequest,IdentityStoreId,true,IdentityStoreId,string,true
storagegateway,aws_storagegateway_working_storage,Working Storage,0,0,1,2,1,AddWorkingStorage,/Users/hbwei/terraform-provider-aws/internal/service/storagegateway/working_storage.go,storagegateway,storagegateway:AddWorkingStorage,storagegateway:AddWorkingStorage,gateway,arn:${Partition}:storagegateway:${Region}:${Account}:gateway/${GatewayId},GatewayId,,,,,,,false
workspaces,aws_workspaces_directory,Directory,0,1,1,8,7,RegisterWorkspaceDirectory,/Users/hbwei/terraform-provider-aws/internal/service/workspaces/directory.go,workspaces,workspaces:RegisterWorkspaceDirectory,workspaces:RegisterWorkspaceDirectory,directoryid,arn:${Partition}:workspaces:${Region}:${Account}:directory/${DirectoryId},DirectoryId,RegisterWorkspaceDirectory,RegisterWorkspaceDirectoryRequest,DirectoryId,false,DirectoryId,string,true
cognitoidp,aws_cognito_user_group,User Group,0,0,1,2,1,CreateGroup,/Users/hbwei/terraform-provider-aws/internal/service/cognitoidp/user_group.go,cognito-idp,cognito-idp:CreateGroup,cognito-idp:CreateGroup,userpool,arn:${Partition}:cognito-idp:${Region}:${Account}:userpool/${UserPoolId},UserPoolId,CreateGroup,CreateGroupRequest,UserPoolId,true,UserPoolIdType,string,true
cognitoidentity,aws_cognito_identity_pool_provider_principal_tag,Provider Principal Tags,0,0,1,2,1,SetPrincipalTagAttributeMap,/Users/hbwei/terraform-provider-aws/internal/service/cognitoidentity/pool_provider_principal_tag.go,cognito-identity,cognito-identity:SetPrincipalTagAttributeMap,cognito-identity:SetPrincipalTagAttributeMap,,,,,,,,,,false
shield,aws_shield_protection_group,Protection Group,0,0,1,2,1,CreateProtectionGroup,/Users/hbwei/terraform-provider-aws/internal/service/shield/protection_group.go,shield,shield:CreateProtectionGroup,shield:CreateProtectionGroup,,,,,,,,,,false
ec2,aws_vpc_network_performance_metric_subscription,VPC Network Performance Metric Subscription,0,0,1,2,1,EnableAwsNetworkPerformanceMetricSubscription,/Users/hbwei/terraform-provider-aws/internal/service/ec2/vpc_network_performance_metric_subscription.go,ec2,ec2:EnableAwsNetworkPerformanceMetricSubscription,ec2:EnableAwsNetworkPerformanceMetricSubscription,,,,,,,,,,false
appflow,aws_appflow_connector_profile,Connector Profile,0,0,1,2,1,CreateConnectorProfile,/Users/hbwei/terraform-provider-aws/internal/service/appflow/connector_profile.go,appflow,appflow:CreateConnectorProfile,appflow:CreateConnectorProfile,,,,,,,,,,false
secretsmanager,aws_secretsmanager_secret_version,Secret Version,0,0,1,2,1,PutSecretValue,/Users/hbwei/terraform-provider-aws/internal/service/secretsmanager/secret_version.go,secretsmanager,secretsmanager:PutSecretValue,secretsmanager:PutSecretValue,Secret,arn:${Partition}:secretsmanager:${Region}:${Account}:secret:${SecretId},SecretId,PutSecretValue,PutSecretValueRequest,SecretId,true,SecretIdType,string,true
securityhub,aws_securityhub_configuration_policy_association,Configuration Policy Association,0,0,1,2,1,StartConfigurationPolicyAssociation,/Users/hbwei/terraform-provider-aws/internal/service/securityhub/configuration_policy_association.go,securityhub,securityhub:StartConfigurationPolicyAssociation,securityhub:StartConfigurationPolicyAssociation,configuration-policy,arn:${Partition}:securityhub:${Region}:${Account}:configuration-policy/${ConfigurationPolicyId},ConfigurationPolicyId,,,,,,,false
wafregional,aws_wafregional_geo_match_set,Geo Match Set,1,0,4,5,1,CreateGeoMatchSet,/Users/hbwei/terraform-provider-aws/internal/service/wafregional/geo_match_set.go,waf-regional,waf-regional:CreateGeoMatchSet,waf-regional:CreateGeoMatchSet,geomatchset,arn:${Partition}:waf-regional:${Region}:${Account}:geomatchset/${Id},Id,,,,,,,false
athena,aws_athena_database,Database,0,0,3,4,1,StartQueryExecution,/Users/hbwei/terraform-provider-aws/internal/service/athena/database.go,athena,athena:StartQueryExecution,athena:StartQueryExecution,workgroup,arn:${Partition}:athena:${Region}:${Account}:workgroup/${WorkGroupName},WorkGroupName,,,,,,,false
route53resolver,aws_route53_resolver_rule,Rule,0,0,1,2,1,CreateResolverRule,/Users/hbwei/terraform-provider-aws/internal/service/route53resolver/rule.go,route53resolver,route53resolver:CreateResolverRule,route53resolver:CreateResolverRule,resolver-rule,arn:${Partition}:route53resolver:${Region}:${Account}:resolver-rule/${ResourceId},ResourceId,,,,,,,false
cognitoidp,aws_cognito_user_in_group,Group User,0,0,1,2,1,AdminAddUserToGroup,/Users/hbwei/terraform-provider-aws/internal/service/cognitoidp/user_in_group.go,cognito-idp,cognito-idp:AdminAddUserToGroup,cognito-idp:AdminAddUserToGroup,userpool,arn:${Partition}:cognito-idp:${Region}:${Account}:userpool/${UserPoolId},UserPoolId,AdminAddUserToGroup,AdminAddUserToGroupRequest,UserPoolId,true,UserPoolIdType,string,true
glue,aws_glue_data_catalog_encryption_settings,Data Catalog Encryption Settings,0,0,1,2,1,PutDataCatalogEncryptionSettings,/Users/hbwei/terraform-provider-aws/internal/service/glue/data_catalog_encryption_settings.go,glue,glue:PutDataCatalogEncryptionSettings,glue:PutDataCatalogEncryptionSettings,rootcatalog,arn:${Partition}:glue:${Region}:${Account}:catalog,,,,,,,,false
appconfig,aws_appconfig_deployment_strategy,Deployment Strategy,0,0,1,2,1,CreateDeploymentStrategy,/Users/hbwei/terraform-provider-aws/internal/service/appconfig/deployment_strategy.go,appconfig,appconfig:CreateDeploymentStrategy,appconfig:CreateDeploymentStrategy,,,,,,,,,,false
sagemaker,aws_sagemaker_domain,Domain,0,0,1,2,1,CreateDomain,/Users/hbwei/terraform-provider-aws/internal/service/sagemaker/domain.go,sagemaker,sagemaker:CreateDomain,sagemaker:CreateDomain,domain,arn:${Partition}:sagemaker:${Region}:${Account}:domain/${DomainId},DomainId,,,,,,,false
lakeformation,aws_lakeformation_resource,Resource,0,0,1,2,1,RegisterResource,/Users/hbwei/terraform-provider-aws/internal/service/lakeformation/resource.go,lakeformation,lakeformation:RegisterResource,lakeformation:RegisterResource,,,,,,,,,,false
devicefarm,aws_devicefarm_device_pool,Device Pool,0,0,1,2,1,CreateDevicePool,/Users/hbwei/terraform-provider-aws/internal/service/devicefarm/device_pool.go,devicefarm,devicefarm:CreateDevicePool,devicefarm:CreateDevicePool,project,arn:${Partition}:devicefarm:${Region}:${Account}:project:${ResourceId},ResourceId,,,,,,,false
appintegrations,aws_appintegrations_data_integration,Data Integration,0,0,1,2,1,CreateDataIntegration,/Users/hbwei/terraform-provider-aws/internal/service/appintegrations/data_integration.go,app-integrations,app-integrations:CreateDataIntegration,app-integrations:CreateDataIntegration,data-integration,arn:${Partition}:app-integrations:${Region}:${Account}:data-integration/${DataIntegrationId},DataIntegrationId,,,,,,,false
wafregional,aws_wafregional_ipset,IPSet,1,0,4,5,1,CreateIPSet,/Users/hbwei/terraform-provider-aws/internal/service/wafregional/ipset.go,waf-regional,waf-regional:CreateIPSet,waf-regional:CreateIPSet,ipset,arn:${Partition}:waf-regional:${Region}:${Account}:ipset/${Id},Id,,,,,,,false
route53resolver,aws_route53_resolver_query_log_config,Query Log Config,0,0,1,2,1,CreateResolverQueryLogConfig,/Users/hbwei/terraform-provider-aws/internal/service/route53resolver/query_log_config.go,route53resolver,route53resolver:CreateResolverQueryLogConfig,route53resolver:CreateResolverQueryLogConfig,resolver-query-log-config,arn:${Partition}:route53resolver:${Region}:${Account}:resolver-query-log-config/${ResourceId},ResourceId,,,,,,,false
globalaccelerator,aws_globalaccelerator_accelerator,Accelerator,0,1,2,4,2,CreateAccelerator,/Users/hbwei/terraform-provider-aws/internal/service/globalaccelerator/accelerator.go,globalaccelerator,globalaccelerator:CreateAccelerator,globalaccelerator:CreateAccelerator,,,,,,,,,,false
rolesanywhere,aws_rolesanywhere_profile,Profile,0,0,1,2,1,CreateProfile,/Users/hbwei/terraform-provider-aws/internal/service/rolesanywhere/profile.go,rolesanywhere,rolesanywhere:CreateProfile,rolesanywhere:CreateProfile,,,,,,,,,,false
storagegateway,aws_storagegateway_cache,Cache,0,0,2,3,1,AddCache,/Users/hbwei/terraform-provider-aws/internal/service/storagegateway/cache.go,storagegateway,storagegateway:AddCache,storagegateway:AddCache,gateway,arn:${Partition}:storagegateway:${Region}:${Account}:gateway/${GatewayId},GatewayId,,,,,,,false
rds,aws_db_subnet_group,DB Subnet Group,0,0,1,2,1,CreateDBSubnetGroup,/Users/hbwei/terraform-provider-aws/internal/service/rds/subnet_group.go,rds,rds:CreateDBSubnetGroup,rds:CreateDBSubnetGroup,subgrp,arn:${Partition}:rds:${Region}:${Account}:subgrp:${SubnetGroupName},SubnetGroupName,,,,,,,false
ses,aws_ses_event_destination,Configuration Set Event Destination,0,0,1,2,1,CreateConfigurationSetEventDestination,/Users/hbwei/terraform-provider-aws/internal/service/ses/event_destination.go,ses,ses:CreateConfigurationSetEventDestination,ses:CreateConfigurationSetEventDestination,configuration-set,arn:${Partition}:ses:${Region}:${Account}:configuration-set/${ConfigurationSetName},ConfigurationSetName,CreateConfigurationSetEventDestination,CreateConfigurationSetEventDestinationRequest,ConfigurationSetName,true,ConfigurationSetName,string,true
ssm,aws_ssm_maintenance_window_task,Maintenance Window Task,0,0,1,2,1,RegisterTaskWithMaintenanceWindow,/Users/hbwei/terraform-provider-aws/internal/service/ssm/maintenance_window_task.go,ssm,ssm:RegisterTaskWithMaintenanceWindow,ssm:RegisterTaskWithMaintenanceWindow,maintenancewindow,arn:${Partition}:ssm:${Region}:${Account}:maintenancewindow/${ResourceId},ResourceId,,,,,,,false
licensemanager,aws_licensemanager_association,Association,0,0,1,2,1,UpdateLicenseSpecificationsForResource,/Users/hbwei/terraform-provider-aws/internal/service/licensemanager/association.go,license-manager,license-manager:UpdateLicenseSpecificationsForResource,license-manager:UpdateLicenseSpecificationsForResource,license-configuration,arn:${Partition}:license-manager:${Region}:${Account}:license-configuration:${LicenseConfigurationId},LicenseConfigurationId,,,,,,,false
glue,aws_glue_registry,Registry,0,0,1,2,1,CreateRegistry,/Users/hbwei/terraform-provider-aws/internal/service/glue/registry.go,glue,glue:CreateRegistry,glue:CreateRegistry,registry,arn:${Partition}:glue:${Region}:${Account}:registry/${RegistryName},RegistryName,CreateRegistry,CreateRegistryInput,RegistryName,true,SchemaRegistryNameString,string,true
glue,aws_glue_job,Job,0,0,1,2,1,CreateJob,/Users/hbwei/terraform-provider-aws/internal/service/glue/job.go,glue,glue:CreateJob,glue:CreateJob,job,arn:${Partition}:glue:${Region}:${Account}:job/${JobName},JobName,,,,,,,false
glue,aws_glue_catalog_database,Database,0,0,1,2,1,CreateDatabase,/Users/hbwei/terraform-provider-aws/internal/service/glue/catalog_database.go,glue,glue:CreateDatabase,glue:PassConnection,connection,arn:${Partition}:glue:${Region}:${Account}:connection/${ConnectionName},ConnectionName,,,,,,,false
waf,aws_waf_regex_match_set,Regex Match Set,1,0,4,5,1,CreateRegexMatchSet,/Users/hbwei/terraform-provider-aws/internal/service/waf/regex_match_set.go,waf,waf:CreateRegexMatchSet,waf:CreateRegexMatchSet,regexmatchset,arn:${Partition}:waf::${Account}:regexmatch/${Id},Id,,,,,,,false
glue,aws_glue_security_configuration,Security Configuration,0,0,1,2,1,CreateSecurityConfiguration,/Users/hbwei/terraform-provider-aws/internal/service/glue/security_configuration.go,glue,glue:CreateSecurityConfiguration,glue:CreateSecurityConfiguration,,,,,,,,,,false
workspaces,aws_workspaces_directory,Directory,0,1,1,8,7,ModifySamlProperties,/Users/hbwei/terraform-provider-aws/internal/service/workspaces/directory.go,workspaces,workspaces:ModifySamlProperties,workspaces:ModifySamlProperties,directoryid,arn:${Partition}:workspaces:${Region}:${Account}:directory/${DirectoryId},DirectoryId,,,,,,,false
ec2,aws_ec2_subnet_cidr_reservation,Subnet CIDR Reservation,0,0,1,2,1,CreateSubnetCidrReservation,/Users/hbwei/terraform-provider-aws/internal/service/ec2/vpc_subnet_cidr_reservation.go,ec2,ec2:CreateSubnetCidrReservation,ec2:CreateSubnetCidrReservation,subnet,arn:${Partition}:ec2:${Region}:${Account}:subnet/${SubnetId},SubnetId,CreateSubnetCidrReservation,CreateSubnetCidrReservationRequest,SubnetId,true,SubnetId,string,true
ssm,aws_ssm_patch_baseline,Patch Baseline,0,0,1,2,1,CreatePatchBaseline,/Users/hbwei/terraform-provider-aws/internal/service/ssm/patch_baseline.go,ssm,ssm:CreatePatchBaseline,ssm:CreatePatchBaseline,,,,,,,,,,false
cognitoidp,aws_cognito_user_pool,User Pool,0,0,2,4,2,CreateUserPool,/Users/hbwei/terraform-provider-aws/internal/service/cognitoidp/user_pool.go,cognito-idp,cognito-idp:CreateUserPool,cognito-idp:CreateUserPool,,,,,,,,,,false
apprunner,aws_apprunner_custom_domain_association,Custom Domain Association,0,0,1,2,1,AssociateCustomDomain,/Users/hbwei/terraform-provider-aws/internal/service/apprunner/custom_domain_association.go,apprunner,apprunner:AssociateCustomDomain,apprunner:AssociateCustomDomain,service,arn:${Partition}:apprunner:${Region}:${Account}:service/${ServiceName}/${ServiceId},ServiceName,,,,,,,false
apprunner,aws_apprunner_custom_domain_association,Custom Domain Association,0,0,1,2,1,AssociateCustomDomain,/Users/hbwei/terraform-provider-aws/internal/service/apprunner/custom_domain_association.go,apprunner,apprunner:AssociateCustomDomain,apprunner:AssociateCustomDomain,service,arn:${Partition}:apprunner:${Region}:${Account}:service/${ServiceName}/${ServiceId},ServiceId,,,,,,,false
autoscaling,aws_launch_configuration,Launch Configuration,0,0,1,2,1,CreateLaunchConfiguration,/Users/hbwei/terraform-provider-aws/internal/service/autoscaling/launch_configuration.go,autoscaling,autoscaling:CreateLaunchConfiguration,autoscaling:CreateLaunchConfiguration,launchConfiguration,arn:${Partition}:autoscaling:${Region}:${Account}:launchConfiguration:${Id}:launchConfigurationName/${LaunchConfigurationName},Id,,,,,,,false
autoscaling,aws_launch_configuration,Launch Configuration,0,0,1,2,1,CreateLaunchConfiguration,/Users/hbwei/terraform-provider-aws/internal/service/autoscaling/launch_configuration.go,autoscaling,autoscaling:CreateLaunchConfiguration,autoscaling:CreateLaunchConfiguration,launchConfiguration,arn:${Partition}:autoscaling:${Region}:${Account}:launchConfiguration:${Id}:launchConfigurationName/${LaunchConfigurationName},LaunchConfigurationName,CreateLaunchConfiguration,CreateLaunchConfigurationType,LaunchConfigurationName,true,XmlStringMaxLen255,string,true
ram,aws_ram_sharing_with_organization,Sharing With Organization,0,0,0,1,1,EnableSharingWithAwsOrganization,/Users/hbwei/terraform-provider-aws/internal/service/ram/sharing_with_organization.go,ram,ram:EnableSharingWithAwsOrganization,ram:EnableSharingWithAwsOrganization,,,,,,,,,,false
ec2,aws_default_subnet,Subnet,1,0,4,5,1,CreateDefaultSubnet,/Users/hbwei/terraform-provider-aws/internal/service/ec2/vpc_default_subnet.go,ec2,ec2:CreateDefaultSubnet,ec2:CreateDefaultSubnet,,,,,,,,,,false
ssmcontacts,aws_ssmcontacts_contact_channel,Contact Channel,0,0,1,2,1,CreateContactChannel,/Users/hbwei/terraform-provider-aws/internal/service/ssmcontacts/contact_channel.go,ssm-contacts,ssm-contacts:CreateContactChannel,ssm-contacts:CreateContactChannel,contact,arn:${Partition}:ssm-contacts:${Region}:${Account}:contact/${ContactAlias},ContactAlias,,,,,,,false
mq,aws_mq_configuration,Configuration,0,0,2,4,2,CreateConfiguration,/Users/hbwei/terraform-provider-aws/internal/service/mq/configuration.go,mq,mq:CreateConfiguration,mq:CreateConfiguration,,,,,,,,,,false
sagemaker,aws_sagemaker_notebook_instance,Notebook Instance,0,0,1,2,1,CreateNotebookInstance,/Users/hbwei/terraform-provider-aws/internal/service/sagemaker/notebook_instance.go,sagemaker,sagemaker:CreateNotebookInstance,sagemaker:CreateNotebookInstance,notebook-instance,arn:${Partition}:sagemaker:${Region}:${Account}:notebook-instance/${NotebookInstanceName},NotebookInstanceName,CreateNotebookInstance,CreateNotebookInstanceInput,NotebookInstanceName,true,NotebookInstanceName,string,true
apprunner,aws_apprunner_vpc_ingress_connection,VPC Ingress Connection,0,0,1,2,1,CreateVpcIngressConnection,/Users/hbwei/terraform-provider-aws/internal/service/apprunner/vpc_ingress_connection.go,apprunner,apprunner:CreateVpcIngressConnection,apprunner:CreateVpcIngressConnection,vpcingressconnection,arn:${Partition}:apprunner:${Region}:${Account}:vpcingressconnection/${VpcIngressConnectionName}/${VpcIngressConnectionId},VpcIngressConnectionName,CreateVpcIngressConnection,CreateVpcIngressConnectionRequest,VpcIngressConnectionName,true,VpcIngressConnectionName,string,true
apprunner,aws_apprunner_vpc_ingress_connection,VPC Ingress Connection,0,0,1,2,1,CreateVpcIngressConnection,/Users/hbwei/terraform-provider-aws/internal/service/apprunner/vpc_ingress_connection.go,apprunner,apprunner:CreateVpcIngressConnection,apprunner:CreateVpcIngressConnection,vpcingressconnection,arn:${Partition}:apprunner:${Region}:${Account}:vpcingressconnection/${VpcIngressConnectionName}/${VpcIngressConnectionId},VpcIngressConnectionId,,,,,,,false
route53,aws_route53_zone,Hosted Zone,0,0,4,5,1,CreateHostedZone,/Users/hbwei/terraform-provider-aws/internal/service/route53/zone.go,route53,route53:CreateHostedZone,route53:CreateHostedZone,,,,,,,,,,false
rds,aws_rds_custom_db_engine_version,Custom DB Engine Version,0,0,1,2,1,CreateCustomDBEngineVersion,/Users/hbwei/terraform-provider-aws/internal/service/rds/custom_db_engine_version.go,rds,rds:CreateCustomDBEngineVersion,rds:CreateCustomDBEngineVersion,cev,arn:${Partition}:rds:${Region}:${Account}:cev:${Engine}/${EngineVersion}/${CustomDbEngineVersionId},Engine,CreateCustomDBEngineVersion,CreateCustomDBEngineVersionMessage,Engine,true,CustomEngineName,string,true
rds,aws_rds_custom_db_engine_version,Custom DB Engine Version,0,0,1,2,1,CreateCustomDBEngineVersion,/Users/hbwei/terraform-provider-aws/internal/service/rds/custom_db_engine_version.go,rds,rds:CreateCustomDBEngineVersion,rds:CreateCustomDBEngineVersion,cev,arn:${Partition}:rds:${Region}:${Account}:cev:${Engine}/${EngineVersion}/${CustomDbEngineVersionId},EngineVersion,CreateCustomDBEngineVersion,CreateCustomDBEngineVersionMessage,EngineVersion,true,CustomEngineVersion,string,true
rds,aws_rds_custom_db_engine_version,Custom DB Engine Version,0,0,1,2,1,CreateCustomDBEngineVersion,/Users/hbwei/terraform-provider-aws/internal/service/rds/custom_db_engine_version.go,rds,rds:CreateCustomDBEngineVersion,rds:CreateCustomDBEngineVersion,cev,arn:${Partition}:rds:${Region}:${Account}:cev:${Engine}/${EngineVersion}/${CustomDbEngineVersionId},CustomDbEngineVersionId,,,,,,,false
medialive,aws_medialive_input_security_group,Input Security Group,0,0,1,2,1,CreateInputSecurityGroup,/Users/hbwei/terraform-provider-aws/internal/service/medialive/input_security_group.go,medialive,medialive:CreateInputSecurityGroup,medialive:CreateInputSecurityGroup,input-security-group,arn:${Partition}:medialive:${Region}:${Account}:inputSecurityGroup:${InputSecurityGroupId},InputSecurityGroupId,,,,,,,false
iam,aws_iam_openid_connect_provider,OIDC Provider,0,0,1,2,1,CreateOpenIDConnectProvider,/Users/hbwei/terraform-provider-aws/internal/service/iam/openid_connect_provider.go,iam,iam:CreateOpenIDConnectProvider,iam:CreateOpenIDConnectProvider,oidc-provider,arn:${Partition}:iam::${Account}:oidc-provider/${OidcProviderName},OidcProviderName,,,,,,,false
iot,aws_iot_certificate,Certificate,0,0,1,5,4,RegisterCertificateWithoutCA,/Users/hbwei/terraform-provider-aws/internal/service/iot/certificate.go,iot,iot:RegisterCertificateWithoutCA,iot:RegisterCertificateWithoutCA,,,,,,,,,,false
ec2,aws_verifiedaccess_trust_provider,Verified Access Trust Provider,0,0,1,2,1,CreateVerifiedAccessTrustProvider,/Users/hbwei/terraform-provider-aws/internal/service/ec2/verifiedaccess_trust_provider.go,ec2,ec2:CreateVerifiedAccessTrustProvider,ec2:CreateVerifiedAccessTrustProvider,verified-access-trust-provider,arn:${Partition}:ec2:${Region}:${Account}:verified-access-trust-provider/${VerifiedAccessTrustProviderId},VerifiedAccessTrustProviderId,,,,,,,false
servicecatalog,aws_servicecatalog_organizations_access,Organizations Access,0,1,1,3,2,DisableAWSOrganizationsAccess,/Users/hbwei/terraform-provider-aws/internal/service/servicecatalog/organizations_access.go,servicecatalog,servicecatalog:DisableAWSOrganizationsAccess,servicecatalog:DisableAWSOrganizationsAccess,,,,,,,,,,false
macie2,aws_macie2_custom_data_identifier,Custom Data Identifier,0,0,1,2,1,CreateCustomDataIdentifier,/Users/hbwei/terraform-provider-aws/internal/service/macie2/custom_data_identifier.go,macie2,macie2:CreateCustomDataIdentifier,macie2:CreateCustomDataIdentifier,CustomDataIdentifier,arn:${Partition}:macie2:${Region}:${Account}:custom-data-identifier/${ResourceId},ResourceId,,,,,,,false
ec2,aws_security_group,Security Group,0,1,21,22,2,RevokeSecurityGroupEgress,/Users/hbwei/terraform-provider-aws/internal/service/ec2/vpc_security_group.go,ec2,ec2:RevokeSecurityGroupEgress,ec2:RevokeSecurityGroupEgress,security-group,arn:${Partition}:ec2:${Region}:${Account}:security-group/${SecurityGroupId},SecurityGroupId,,,,,,,false
cloudsearch,aws_cloudsearch_domain,Domain,0,1,5,11,5,UpdateScalingParameters,/Users/hbwei/terraform-provider-aws/internal/service/cloudsearch/domain.go,cloudsearch,cloudsearch:UpdateScalingParameters,cloudsearch:UpdateScalingParameters,domain,arn:${Partition}:cloudsearch:${Region}:${Account}:domain/${DomainName},DomainName,UpdateScalingParameters,UpdateScalingParametersRequest,DomainName,true,DomainName,string,true
dax,aws_dax_subnet_group,Subnet Group,0,0,1,2,1,CreateSubnetGroup,/Users/hbwei/terraform-provider-aws/internal/service/dax/subnet_group.go,dax,dax:CreateSubnetGroup,dax:CreateSubnetGroup,,,,,,,,,,false
organizations,aws_organizations_policy,Policy,0,0,1,2,1,CreatePolicy,/Users/hbwei/terraform-provider-aws/internal/service/organizations/policy.go,organizations,organizations:CreatePolicy,organizations:CreatePolicy,,,,,,,,,,false
macie2,aws_macie2_organization_admin_account,Organization Admin Account,0,0,1,2,1,EnableOrganizationAdminAccount,/Users/hbwei/terraform-provider-aws/internal/service/macie2/organization_admin_account.go,macie2,macie2:EnableOrganizationAdminAccount,macie2:EnableOrganizationAdminAccount,,,,,,,,,,false
amplify,aws_amplify_domain_association,Domain Association,0,0,1,2,1,CreateDomainAssociation,/Users/hbwei/terraform-provider-aws/internal/service/amplify/domain_association.go,amplify,amplify:CreateDomainAssociation,amplify:CreateDomainAssociation,domains,arn:${Partition}:amplify:${Region}:${Account}:apps/${AppId}/domains/${DomainName},AppId,CreateDomainAssociation,CreateDomainAssociationRequest,appId,true,AppId,string,true
amplify,aws_amplify_domain_association,Domain Association,0,0,1,2,1,CreateDomainAssociation,/Users/hbwei/terraform-provider-aws/internal/service/amplify/domain_association.go,amplify,amplify:CreateDomainAssociation,amplify:CreateDomainAssociation,domains,arn:${Partition}:amplify:${Region}:${Account}:apps/${AppId}/domains/${DomainName},DomainName,CreateDomainAssociation,CreateDomainAssociationRequest,domainName,true,DomainName,string,true
redshiftserverless,aws_redshiftserverless_usage_limit,Usage Limit,0,0,1,2,1,CreateUsageLimit,/Users/hbwei/terraform-provider-aws/internal/service/redshiftserverless/usage_limit.go,redshift-serverless,redshift-serverless:CreateUsageLimit,redshift-serverless:CreateUsageLimit,,,,,,,,,,false
eks,aws_eks_identity_provider_config,Identity Provider Config,0,0,1,2,1,AssociateIdentityProviderConfig,/Users/hbwei/terraform-provider-aws/internal/service/eks/identity_provider_config.go,eks,eks:AssociateIdentityProviderConfig,eks:AssociateIdentityProviderConfig,cluster,arn:${Partition}:eks:${Region}:${Account}:cluster/${ClusterName},ClusterName,AssociateIdentityProviderConfig,AssociateIdentityProviderConfigRequest,clusterName,true,String,string,true
backup,aws_backup_report_plan,Report Plan,0,0,1,2,1,CreateReportPlan,/Users/hbwei/terraform-provider-aws/internal/service/backup/report_plan.go,backup,backup:CreateReportPlan,backup:CreateReportPlan,reportPlan,arn:${Partition}:backup:${Region}:${Account}:report-plan:${ReportPlanName}-${ReportPlanId},ReportPlanName,CreateReportPlan,CreateReportPlanInput,ReportPlanName,true,ReportPlanName,string,true
backup,aws_backup_report_plan,Report Plan,0,0,1,2,1,CreateReportPlan,/Users/hbwei/terraform-provider-aws/internal/service/backup/report_plan.go,backup,backup:CreateReportPlan,backup:CreateReportPlan,reportPlan,arn:${Partition}:backup:${Region}:${Account}:report-plan:${ReportPlanName}-${ReportPlanId},ReportPlanId,,,,,,,false
cloudwatch,aws_cloudwatch_dashboard,Dashboard,0,0,1,2,1,PutDashboard,/Users/hbwei/terraform-provider-aws/internal/service/cloudwatch/dashboard.go,cloudwatch,cloudwatch:PutDashboard,cloudwatch:PutDashboard,dashboard,arn:${Partition}:cloudwatch::${Account}:dashboard/${DashboardName},DashboardName,PutDashboard,PutDashboardInput,DashboardName,true,DashboardName,string,true
